genes	B cells	T4 cells	T8 cells	DC	Granulocytes	MO	NK cells
NMNAT3	14380748.582946593	29561201.395147964	76570444.77024017	46508936.925900675	32675547.49718091	97124416.7169777	43888577.16456021
NMRAL1	113729399.69700705	211716102.90843067	200850124.88584197	270526249.7098625	245982431.1285782	199651000.0907034	198414625.0682197
NMRK1	18731273.226541724	273778972.2558641	193524624.8333352	75040747.02937834	35455486.13248151	16608203.008273453	85479124.97525416
NMT1	3041166669.2531037	4175058334.541118	4725506247.284395	5463262498.275704	1563721666.8926194	3460966666.2834163	3405224999.409789
NMT2	22123849.851430386	1402658334.149666	1221178749.7140017	13147960.618769893	266406689.30178192	59256908.01782281	528852499.48629165
NNT	12184374995.34714	17053936117.332283	20579125007.962986	21618999977.57013	9853750004.106447	20661833330.621704	18868875003.498108
NOA1	66959095.08620077	160648944.69632316	152874125.13750166	61676500.01020689	129356406.94799386	88884864.20052013	74188013.71923085
NOB1	155719999.95208266	133941789.96070507	194504375.05235893	156469499.6987833	21960341.871369008	58509206.62315234	167901250.09050027
NOC2L	1917039167.0443547	1683544722.4715004	1948951875.105634	1056897498.4443719	103775416.67710267	397736166.3416562	1337490000.951355
NOC3L	1101836999.7701	1257946111.4624753	1485525624.3875659	715271250.6081065	64241178.4399206	255118750.14232278	1037521249.9746124
NOC4L	615387552.2964176	1150399999.9436045	1590321250.6953452	577317499.7508008	344624286.86428523	419299999.85829973	766368874.1842638
NOCT	6347039.582984168	5292871.539585189	4116585.552548158	5007534.874285759	5247591.747871504	26042677.384423066	3967183.7358371494
NOL10	435561677.97714233	698641250.1060283	877169374.5470512	274882500.3939941	135973467.495392	138098499.97459736	472164875.3278585
NOL11	807578916.643607	1296864999.7455192	1542505000.4264016	622667499.0393174	88958750.05214821	472584166.48352915	1032506250.0244588
NOL12	25638659.306981023	84183467.70956433	83989548.80618314	41561256.64524169	42158174.102739625	60460681.05712802	36305984.40977031
NOL4L	25048657.217819583	9966406.450574761	9103350.835917018	20383125.667456828	5671719.240189772	23014160.04284787	25973167.828653265
NOL6	1148588582.1061647	1556868611.3726363	1972600000.9681773	949037500.5916263	127116663.85581905	701351667.3657408	1548365000.7669432
NOL7	598353333.1065719	730596944.6715099	892732499.7151086	247371250.1970293	111699302.01792604	136890388.04518375	448997250.47055477
NOL8	348452749.89211327	343924249.83230615	303010500.0377754	136217249.98331022	196743897.18790138	666674165.5878267	309891249.963169
NOL9	894844166.7592403	1178768332.7563007	1236716874.1908214	880561249.397474	187350500.05982772	260326499.87843513	1044157500.0350862
NOLC1	5333974992.865378	3919058335.1969233	4587274999.730264	3096312497.165729	341280487.2110485	1858810831.541298	3545150003.6824207
NOM1	429523333.02579516	224671055.5847465	255983875.18302512	234724250.02807507	87265910.05847363	82748691.28693983	128463500.00336239
NOMO1	68118228.12404016	28953379.242707785	37235717.64654996	145151750.06190428	24369854.510639373	20043736.134988476	43412487.55875073
NOMO2	1844449998.26183	2153335277.2752476	2542787498.642341	5023537501.381334	1071801667.7448906	4551824992.605681	2507775002.1766996
NOMO3	1844449998.26183	2153335277.2752476	2542787498.642341	5023537501.381334	1071801667.7448906	4551824992.605681	2507775002.1766996
NONO	25712750012.281525	25306666657.4843	27819375015.603863	26070749998.308407	17438033323.323906	20714750020.403034	29916125006.77526
NOP10	1498999168.014521	1889650278.1936004	2210500000.5407615	1032982499.8222966	602260501.980692	320817876.0428172	1886664999.9337142
NOP14	659847500.1747421	1083523056.2239401	1303086250.5754774	573683749.8315426	71850250.08349706	276306666.73759174	803238750.1360055
NOP16	383467500.1232737	626406666.5837407	601736250.2462368	521611250.1333795	82714778.7296607	218796499.69556203	517281250.2951112
NOP2	7150391659.460017	6683297223.957122	8477793746.237704	5871500006.019881	4047028332.2859225	3439783333.360804	6024912498.284239
NOP53	293491476.2807961	474988861.3241625	445739624.8087887	214477374.73649755	1740796815.2861717	140289986.14259675	349493750.08716214
NOP56	23834549991.4319	29764388880.74885	34047875027.098167	14075999997.971449	5548890835.11262	11054425001.101492	25284874996.245007
NOP58	17764158326.11223	22600138906.033157	28042625016.02445	9767274996.510778	3728925001.722971	7202691673.216815	18979749981.94546
NOP9	571220333.4558275	962630555.6071688	1069741249.6188066	492326250.23064256	167785499.94358215	646632750.2286886	971081251.1949341
NOSIP	729381749.9928449	2359880277.495923	2086301873.9421675	486136250.21129966	297638961.6884643	293351758.10016024	1132167500.7353873
NOTCH1	59810203.51371584	60236062.56595537	109448576.19731314	81450625.02839234	781171082.2659963	177124163.3141226	67200487.58798063
NOTCH2	49568216.85734859	29083841.79897757	72842473.24952367	63511249.98907997	123927416.65832813	110353166.74610734	57392375.02572394
NOTCH4	51363382.367055416	4502115.801364034	4586885.997831006	5941662.582916612	4019261.937794588	5258793.555760103	12688033.287826508
NPAT	122952864.35617746	148693138.89845005	142841000.0170149	92769437.34848195	215426771.6827221	224927877.20678654	202979874.98312256
NPC1	51500676.78505372	232530833.37953782	543815500.0956568	3196145745.3539333	271385499.7082565	300856666.6818788	776755000.9554063
NPC2	890683333.6254507	1770267000.7504432	2741780625.5620947	4122362497.934525	8743349999.614407	6893966662.364266	4549200001.175185
NPEPL1	337090916.4568654	495696249.8833302	376157500.3379111	238015374.7853673	425463333.4471572	1944839999.9188254	432078750.2195631
NPEPPS	7067741672.602466	9128572218.909134	10654431241.578989	12651750014.892199	9479458331.472689	10302383339.266447	8617212498.26857
NPL	19007338.911990512	44486237.98566225	9827783.760279048	67155075.1439077	80821154.60738508	817960499.8676562	17609227.161868557
NPLOC4	1626874999.7519054	2534202778.557974	2540043749.990882	2080637500.4534178	2119324999.3211718	1872016667.0462449	2250887499.498579
NPM1	438866879.98121834	488995506.12751824	435709955.4291187	385774393.33427477	268976208.80019486	382681356.2956436	345080628.1828019
NPM2	4904183.986278202	8153779.407623659	27279932.139912937	11358150.068356987	23273940.06298031	12305283.270829402	3809428.601090356
NPM3	286529083.26292413	126641062.89346464	159681663.33940378	188263249.86812443	22350921.613530356	15161503.592980264	105785387.39197347
NPRL2	115131921.67401977	111146749.97554135	114933437.5848291	64676000.01232803	11275232.454393959	46925529.639727265	56945922.91394787
NPRL3	80553257.5197265	61620072.87947292	107349874.87946296	91090999.97861831	29072376.431646485	59764054.73026512	110535249.96318248
NPTN	168032972.272358	309028055.4584542	217636312.3301045	484243749.6431879	390119166.63152593	335154999.7348247	236000000.04399058
NPTX1	69692633.72249474	27630299.306012616	65849070.32263324	4375054.276768066	132989792.14555804	308816705.5568533	90919953.35683775
NQO1	200603760.31088698	37331338.48676262	53392089.716539025	73415586.07920583	109200690.17700988	832399835.5213493	55738781.06307379
NQO2	44926971.209141195	290886639.5476314	272334499.8053542	346716499.9289409	1257560499.6913815	595116666.4626623	259325750.31826866
NR1H2	17038058.39393661	20928955.34301638	18648591.117072605	39670499.95261137	11459718.61968142	38543216.43585706	23829534.07542592
NR2C2	56142997.01831486	56193739.816938296	67628963.70632862	44296432.86431549	30081855.57132588	37531798.148289196	75161350.41426846
NR2C2AP	270039851.73055714	232793610.94722068	255203750.13308954	205826625.1624524	124502500.02899104	131130583.32368411	237365000.10066843
NR2E3	62262917.53723227	68299447.38054027	90286183.73625286	288659285.0326141	129070991.16287039	121742537.82491778	126189120.94551815
NR3C1	34564003.394458905	76998314.10857958	58330440.55162376	173756151.61193067	71864615.51103574	67354717.37337814	88714468.4117811
NR3C2	7284539.695190947	10715253.946385937	19354896.142403666	5015961.665370039	4395649.819306786	8226257.64534881	5094414.288534105
NR4A3	17536227.708017554	5989472.792850603	8658234.45503499	21712729.862128265	21838929.553443033	34642519.388430364	13537935.750508798
NRAS	191688416.79052952	174923361.05906686	208392874.95963758	213051249.94639674	219308416.47330967	232820833.48861217	200296249.83655816
NRBF2	179002699.38173643	27981072.205177467	33669557.958510764	103837874.88656692	147519987.63809225	186148833.6594094	74276250.03554481
NRBP1	1554379330.184265	2673202777.3409133	3327306247.91134	1544487499.7777343	2784608334.467132	1969075000.068951	3594112499.7890186
NRBP2	5902899.031831685	26138366.525437944	23319011.834634487	3710129.7917514257	6260747.064352039	9321723.470561447	7862003.670569958
NRCAM	46785861.55912888	104183310.78807695	198150798.3780657	151009000.04997578	120480029.24795614	214386608.6438885	146124875.71388647
NRDC	563812500.6509202	707246861.3031586	849061874.2982514	2064287502.113958	691060833.0304489	1697276667.0403454	962422500.5240632
NRDE2	242611693.71885964	324563605.1410269	429855625.05179733	227538750.24368435	221305782.62607217	264263499.8691859	207566249.98925588
NRF1	724411793.216877	979719444.7764149	1083764375.9612405	623284999.9232935	574375833.9283036	640427500.0412236	974703750.559216
NRGN	8561352.86635734	4578298.9917754335	3717793.5876457877	40876776.08452111	24542838.323356267	37927883.33560914	3860113.297561504
NRM	324040523.75826395	887322778.2606407	780776249.7060747	802152499.7621177	1242694167.893922	1031454166.3137485	809268748.8298956
NRP1	15957255.944599653	10860400.139881974	9163853.847295536	372826052.62535524	34963686.70795617	4383511.890783428	6633881.491091901
NRP2	5132349.299956712	8418247.398592701	4683514.747149287	7125475.289527895	7848254.842267445	8870387.740787486	5779655.707885817
NRROS	33017979.980282575	41166591.76786438	44058217.91130617	19024015.304123472	24752561.881863054	20540295.61280243	5186006.864276258
NSA2	348587500.47392935	334665777.79677194	384218125.0726496	241525624.90630198	30010123.234959196	85224840.09541689	327022500.1205818
NSD1	9558000.532109177	14545857.394135647	12473109.481540065	29236235.720542576	10627054.389204703	45674446.922269575	20459775.268564314
NSD2	50319528.95111865	23269908.811731238	18198263.926277902	41919112.478848316	45673042.215046965	19506464.963337492	10044911.812837282
NSD3	665627500.0302979	589433333.2082015	384250624.9170442	227677500.1249855	421531764.3560667	271061999.9667508	244931125.09195927
NSDHL	348041666.27930313	480354083.62900746	611500624.5671142	941847499.745574	480711666.46352464	862968333.2366728	559045000.9667599
NSF	6575033334.705962	7691691664.2207775	8207662498.152418	10673050005.719654	10108716679.709614	14555583333.58351	7322737497.738739
NSFL1C	5768783333.781047	3652205556.3549128	3099174999.3326626	4598875001.293909	3975958335.3754725	2353991667.1358805	2672887499.5978856
NSL1	1049240000.2271258	314272632.16048217	350507499.95292324	659104999.8813645	179101302.8681855	177925666.6020062	380851249.8596522
NSMAF	293013986.18295926	339303889.0634081	287979374.8068184	679049999.5209266	139179747.23840514	340105000.4178866	185254249.83564955
NSMCE1	188937400.72457075	153995444.4075099	155509124.9863006	174062999.99031597	67685507.28530787	102787333.28399068	121712500.08655027
NSMCE2	653404548.1177925	107683989.23105331	87646135.5733879	120081275.9347987	59287406.541964255	77523643.09184162	113668750.10965177
NSMCE3	348198916.8439223	227797777.776598	221988125.05625242	214498749.95500118	278707416.63508993	115619166.68494117	203671249.97035375
NSMCE4A	384299626.0474295	174759316.19666812	182134999.94285798	153781500.08222076	45511379.34292343	115258416.68033266	147771625.0448519
NSMF	5782883.711857423	5582048.789765195	4629632.52081424	4001961.6688129683	5761598.594720774	31856449.30166654	4740275.172980488
NSRP1	132735630.61742567	63784524.475421935	57747470.032163605	103041052.10862559	46551651.45183015	114644082.23952214	30962679.196599506
NSUN2	4053266665.568772	5105547219.583091	6289718751.481445	5020375000.060195	2545624998.651775	4019224998.1469283	4791375006.3542795
NSUN4	186824677.71811402	119767623.25681996	137262625.0805481	97203716.51658207	68522633.18140747	68719312.65733942	94516384.75840518
NSUN5	1312486083.2803729	1039794444.6591467	1055167499.4489217	614432499.6778505	433274167.3194611	451780000.1246422	829031249.8095274
NSUN6	52283971.84385597	57811610.331527255	53922366.13461513	44952542.55213439	64307583.086223036	45512692.47459286	37892518.19676929
NT5C	2235167745.216983	1067256388.494744	1550431249.6051652	1590099996.9764922	1318575434.6664307	1015495833.6894535	2413800001.6427975
NT5C2	701000645.1767381	1044037777.4316654	1078570624.3408036	1996112500.631414	3238441667.3304753	2477999997.814859	1161855000.6781116
NT5C3A	545069541.3885281	62462844.36093238	41188646.517973654	40642240.37577311	39528471.772883736	60041912.12641715	38764698.55640279
NT5C3B	10867411.349886894	21495240.754765447	20570774.64236748	9845017.675500536	15064127.530686617	16987229.218067203	4874122.899780729
NT5DC1	1434218333.9490483	1337228055.7532606	1772550000.2368195	1460036249.583361	796331667.9616127	531315833.587912	1268242499.4767787
NT5DC2	22143312.71190984	28165445.978371058	7414223.711754588	76537500.01197478	89501752.97249539	74019666.63005818	50504489.5831465
NT5DC3	28580171.71927865	105560219.78825079	75775717.6459965	96141874.99531391	1246051029.289406	27826777.174365427	30642539.22053373
NT5E	1909224001.3261616	32348616.133491304	1137560842.5645733	5452765.197973088	43352355.77730577	6968261.370960739	5780399.483328079
NTAN1	135655760.90393886	47577582.07946176	64332187.441141546	111654000.01394272	64665009.120886974	38438218.77412744	36105729.329542436
NTHL1	154217333.13249052	224614861.18930826	203141250.05001348	108391625.01072381	105951466.25406857	59418281.94387249	181677000.0707252
NTMT1	218498052.606709	204445535.0310188	217709687.51171234	338673749.85707474	41894097.02064691	275654999.8525628	242574250.04624033
NTPCR	643085416.6060863	825418249.8594534	1103448748.481618	732223750.0077336	653035639.0550163	745094999.3527192	949442499.0070252
NTRK1	120015141.59151499	396720029.64317197	442000168.8087368	312857833.80122566	380422997.5961873	308243965.35812265	234978399.94707537
NUB1	572547735.7009059	824072499.898851	992308125.6454856	884391249.1881914	508936416.2669311	541851666.9500799	1272724998.727875
NUBP1	1267775834.4200397	1285577778.7078004	1424743749.7321613	1755599999.8857107	937768334.3719773	1726974999.2635698	1272108750.813152
NUBP2	874858248.8309554	1112571667.478136	1301373124.0430288	1664524999.2371926	625130833.1376396	1476912501.347644	1129774999.9765816
NUBPL	299706955.01710135	249574965.51981476	370239999.82101935	206281249.85654223	74213386.84244938	69084265.39730188	523541249.6076662
NUCB1	2604274997.512625	1975397222.3939786	1367027250.3074198	2547624999.4411097	3213033329.69281	4434699999.281553	3543512498.6857786
Nucb2	808066407.9542176	1029572222.2014062	1432293748.776072	6789012500.871056	2838749998.6581903	3323141670.085091	2322462500.63759
NUCB2	808066407.9542176	1029572222.2014062	1432293748.776072	6789012500.871056	2838749998.6581903	3323141670.085091	2322462500.63759
