genes	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells
RPAP1	182669610.14990267	184330039.22869784	338792629.8416601	119620022.3299057	769587889.4823498	94756724.07351093	152614587.93100822
RPAP2	89258037.6540073	62856903.750678025	51017499.27041135	53901492.178191915	514759452.1121526	66795182.54800064	68146082.47789936
RPAP3	411717530.31130826	214603283.58447847	404484222.18044126	91920519.1674188	218930407.63257703	228193565.443191	161093599.57032457
RPE	184618460.77677736	144643392.80525708	269852676.0994899	310652671.89564323	204837796.9885429	562069449.8638268	417283067.6674408
RPF1	158054404.91181132	133717652.02997026	205621757.3384701	85232369.07982835	88675327.6128429	34137165.10127858	154944154.01219732
RPF2	321255983.3474859	252922806.9770449	397820661.0363069	83453550.2326166	56011098.90149836	119079146.66718459	445995472.6505667
RPIA	471555372.5319309	564150366.613974	1416850785.9436939	254761459.68682212	1197769877.4475746	188182493.36427334	499337637.85490626
RPL10	1038771894.707586	1209293395.92038	1608466999.025474	1869755324.0466967	844501779.4181255	632256538.4047564	703712740.4185958
RPL10A	4553074830.251695	2961758078.8800387	5834668466.750891	3208986121.0422025	1294468426.3820925	3093888844.1813226	2912971259.7963676
RPL11	100790229.08469294	63149251.19495468	90306419.47342993	88700936.62560903	38625495.2943497	570614020.6428356	66960021.89144431
RPL12	2218269771.645613	2135961674.8152432	4002950681.4544973	2653529124.1731877	1843897515.510145	1194800411.5328064	2750397273.3275137
RPL13	5377154011.94642	4543324307.885871	4990061176.890919	3422474216.9982576	3119094875.355937	2356556567.077561	3731903947.4581404
RPL13a	3545732496.232481	3228066512.057354	1695074534.949036	2049868908.4151883	2286183541.622559	2012961029.6481378	2041370286.5748498
RPL13A	3545732496.232481	3228066512.057354	1695074534.949036	2049868908.4151883	2286183541.622559	2012961029.6481378	2041370286.5748498
RPL14	3229247262.278493	3278027384.218357	3647671708.921465	2603637294.978039	2274464513.368534	1845620371.7628264	2660567622.965704
RPL15	3841938891.843106	3997666520.6747627	6436571510.612106	2473425289.806163	2281247300.859863	1369554358.5348074	2318918468.02459
RPL17	2953149674.3242607	1899769550.7942793	2772520527.48272	1642279213.9800782	962809609.6755005	3104248412.256137	1693541651.2538953
RPL18	5102638047.314755	3517527867.9962797	3861514639.591087	2534052096.101775	3016648643.2275333	2368880258.6275377	4577175339.604041
RPL18A	106035105.3901566	74733126.51146609	93559497.02005042	67427162.40224169	122913546.99255808	196972694.70318964	88326694.55516899
RPL19	5813896168.688726	2565078827.27443	5125545285.032184	1988489179.9692328	1741662226.3497581	1979996830.0958548	3920616862.3814807
RPL21	3741163091.574124	2184742391.5380025	1882942614.0714335	1793442306.1783378	969902868.3281329	3745968329.4520235	2246665462.4798193
RPL22	2651916994.2922406	1987484979.6083705	5313275385.640067	1766176201.95966	1784640986.1093397	3958639293.267112	1536120290.8980153
RPL22L1	463318123.19507164	11183319.990026765	43097755.94985664	108970416.35847437	6243643.315940637	30643467.10231558	56923260.08632476
RPL23	3560297918.2188845	2218128805.3085933	2769791892.1549444	2033175276.5235791	2587439992.972639	1153444204.2107074	2700834562.0373898
RPL23A	3693368518.183196	3367337666.319683	5841548392.631764	6377543447.259842	2007687853.5388644	2595711885.1392817	4198672995.6004
RPL24	2148751646.848793	2696824044.253837	4982350286.304263	1693374645.5233722	1401218842.9518135	2581435718.496827	2579871070.322478
RPL26	8891133575.6423	2662946161.3524213	3767798622.6925144	2328852070.4690413	2015204041.3512955	1752021353.5137358	1663456213.332176
RPL26L1	161808953.7915505	69293281.40015873	40721897.85818195	114413807.5306335	25400651.790545743	36428127.89765466	53461376.75595457
RPL27	4844290876.869952	3748563445.0760617	5903459253.411685	1280255420.9408848	1385321468.8612356	812111073.351088	2261612195.8041778
RPL27A	4614006093.467344	4240890306.426312	4802130266.029541	2763298794.263611	1625518242.8643303	1842089838.0756726	2792088478.278691
RPL28	14340438892.711859	3776083813.292053	1962841499.8145509	2541178634.878356	2033031422.6216671	687403442.7586743	2109589328.3843875
RPL29	8652924925.989962	2581361648.7363806	2227930284.6572065	1473512788.9218893	2539961163.1096125	1138378589.2247906	1183635885.5356224
RPL3	4485124329.220964	3004253110.2051983	4164502317.07519	3197503036.10935	2733634733.6541047	2661243719.474122	3127679720.962363
RPL30	2581862233.337367	2580762534.7953954	3766646567.406893	2863315596.7598248	1910746586.545728	2284163417.3689857	3184266845.2524953
RPL31	7578048432.438719	2504645723.884867	2320884173.8293915	1285770184.2774374	2209831157.5393777	2392790532.7362614	2021676838.3802247
RPL32	2395674639.7561617	1693728388.1572688	2762637276.253863	1507138440.6943605	1834356103.1424468	1613907071.0108454	2313070163.7402577
RPL34	8157942337.932327	2962732657.1318436	1596115613.444804	1131291372.0182598	583391766.136409	634345901.3210152	757322997.4603926
RPL35	6939193280.406525	2013186876.1341321	3360400661.9173822	1629809667.9280274	1627902770.0980833	2382151067.1045594	2713424331.732628
RPL35A	1830315096.0356214	1294564408.8678546	2211499542.6535845	928718651.4683247	574469278.98795	481189796.27603334	746469779.7176698
RPL36	1455597544.7988296	1689630897.5439663	2686319801.7873635	1504048710.7874746	1247756825.962868	1008069270.8356485	2063761869.5785897
RPL36AL	4614816320.77952	1247036707.1233218	891479948.7230494	1389076516.0989242	299507032.0049718	404104817.4885166	896678967.9699343
RPL37	224839158.4875572	18742153.60730564	2348452.6475641425	2822075.1227309396	7341490.550574574	3245286.7281141765	1065794.0392144115
RPL37A	2063228554.8803113	1033711391.9781927	1517866107.3598971	1160428157.0849242	786156131.8669264	446351698.1643423	508459182.50264084
RPL38	672790154.4384643	921568339.8642102	1596504832.6459343	513782317.4053819	635235146.0144686	389283924.3806653	643212470.0569577
RPL39	1141231176.4715493	1233028532.9573536	1434107111.2025437	801223243.4661512	200530796.63770047	226077565.0170152	1919668712.1377022
RPL39P5	1141231176.4715493	1233028532.9573536	1434107111.2025437	801223243.4661512	200530796.63770047	226077565.0170152	1919668712.1377022
RPL4	8876987925.557013	5744465747.514112	9703087031.277573	4817038525.736772	3276872747.862315	4476157896.647415	4411363534.036561
RPL5	3772550956.198643	2466139201.503954	5221972177.443023	1538242754.2233043	1989283083.0733347	3891998441.253716	3612610041.859077
RPL6	755177776.4645272	252454506.4932025	148338524.24377853	564917426.914698	191851974.0846669	748549958.7090092	278712947.6161659
RPL7	8613863050.833445	7158777564.121248	8234146021.794101	3808627720.6286955	2483622929.6468105	4757426109.209997	3504612643.2708025
RPL7A	647816458.6532283	213226568.94856718	103662832.87869498	503156749.8203681	242364625.71520492	425858884.0991935	65143453.18411602
RPL7L1	510296497.9624444	264395906.15946317	563816299.8302504	208225383.0282116	88118970.7533016	167642648.98363498	452317222.9384056
RPL8	4810778959.533298	4118634954.888202	4250630334.122143	3116582690.824252	2730966410.733333	1510926224.4144592	3397456851.7287617
RPL9	3025939265.962454	2925502381.361666	4039939824.53963	1581525733.2586539	1216090803.408626	1791419366.3165588	2257825625.544018
RPLP0	8184039713.642719	6178380167.922484	10524809176.060843	5938181596.992613	4146990447.5218983	4560278299.503928	5963665969.893097
RPLP0P6	8184039713.642719	6178380167.922484	10524809176.060843	5938181596.992613	4146990447.5218983	4560278299.503928	5963665969.893097
RPLP1	7183072596.184549	5511980677.384572	4656002319.744245	1448681208.0768921	2362004842.036134	2542900597.257128	7345028711.025364
RPLP2	6363299657.639378	5001492573.612	5789076116.31355	1254978889.9067855	3568051700.612647	5279347838.729186	4465967607.384624
RPN1	7463883575.704344	2314213624.2947683	3309093124.5284953	15406002568.7517	3432867810.204939	4993028144.5489435	4446522590.344921
RPN2	144866897.27500615	1846429876.6589937	908745336.5592364	573864524.0557901	463370994.57967246	549530990.7941387	85318846.54059964
RPP14	11653846.35877106	61860513.009650305	32958619.826749496	17200451.402847294	11035550.978794813	13359092.941947222	11868395.454535665
RPP21	11570324.54534745	9854274.077689359	6146950.828442907	7755283.3893952565	4591989.705181324	2735752.215576216	3906395.9505098877
RPP25	127375214.23541486	49862319.921214685	61503233.57423989	161866455.39410794	39893217.87972836	49991253.38602254	25015943.36672251
RPP25L	19327279.270748783	22424633.84702511	10428338.550837444	34667126.8767279	5404413.210579722	10902640.28143701	20169200.502964478
RPP30	155559835.69222504	145033594.16015652	250184480.57035342	107686445.5487668	130342161.38009249	232061660.9298679	181717425.33955938
RPP38	141212195.23924696	107778814.63260321	122183035.57578143	65096280.24138071	912851999.4346888	169161309.9636672	97679067.35744725
RPP40	77751781.747491	134763257.75548935	164917329.81548783	36779608.38588027	75903158.27230819	48084812.31437275	125323035.03326918
RPRD1A	183061914.7241752	96532469.0224806	125713423.43726823	137548909.16574126	140019785.67251524	78795921.38489048	102559735.38475977
RPRD1B	2170307164.32542	1019003362.0858934	1718663363.7357411	251253692.48679328	747862253.3938324	511666103.38717043	455698808.21931857
RPRD2	754858146.9796168	420784839.7802349	517313116.0690703	210697021.42388362	373527363.08329123	295407878.1034865	301661463.1387732
RPS10	1338069707.1228056	535879379.7660683	749937378.1351981	708314005.8991013	198409487.83587322	443265689.67747676	376046650.8343385
RPS10-NUDT3	4566408641.130742	1619405364.3809974	3053466511.8839736	2323532939.615093	2222646765.714077	1190911835.009859	1787897437.3307812
RPS11	4780073809.1471195	3324810743.245253	5101731000.92563	3090644333.0542283	2850683555.287078	2436896621.506464	3445887458.514807
RPS12	7643385918.874209	6211382913.093197	4100841758.209039	1765962412.7287078	2574643869.092189	1848386840.3745024	1810662456.0106366
RPS13	3970242883.778784	2653676666.148933	3456250290.733803	1921121864.0085502	2901486449.334258	1957516782.5597188	3388329003.9480677
RPS14	3474013694.1994095	2076193841.6613472	2915811009.175398	1728300851.572887	2193206935.0215235	1626640141.9315364	1901425765.1647234
RPS15	1545148966.7324176	2094785327.249837	2113349742.2868397	1363245170.0303876	1565603621.405445	1094889814.0542758	1151479254.134259
RPS15A	3666340080.730517	2355862777.8365693	2046844283.0186174	1978500622.3833528	1429429457.2638412	2415418668.737798	2491586607.5543404
RPS16	5251597857.193853	4805674699.110232	5511512417.773354	3434844183.9087634	3323566553.0403814	4619079935.290584	3912412799.224029
RPS17	2700113724.7990656	2199522682.778501	4941241262.596014	1032095736.3961933	763483957.708348	1608624259.190279	1434679704.6820326
RPS18	8188690670.591209	5163630109.021584	7815974310.232228	8411330493.125708	6085813558.964311	4142318199.4685645	4186560358.501931
RPS19	3093298095.756152	2303772974.045148	5385419543.035723	3071646996.88973	3193228775.391823	3824362220.464533	2433442595.4287934
RPS19BP1	93340386.68508048	88214678.67272766	154823382.27424628	27100840.648465615	21200541.421771683	25798876.749770027	107866281.32173842
RPS2	6389071214.008457	5084785675.273801	12346200630.172213	4588532504.770323	2556787150.579505	1915387100.6842813	3818575053.5891366
RPS20	2904234789.0398874	3032824894.172319	4567972604.134089	3647901583.3743567	987760830.3438448	2881021991.8758926	2870266002.5356607
RPS21	4290890062.0276837	4212971247.2936153	3148057102.8187747	790515373.8344932	2434135947.9626474	2270631778.270706	1899051024.7711468
RPS23	4146077125.0212417	2163403468.8765936	2647275814.7667785	1262548488.7673213	1686103331.3497334	2622693351.0459833	2991900206.04273
RPS24	1526139397.0436115	4182538427.7895765	4913072888.347617	1647267098.1050506	1049884855.42603	1238657196.3609881	1322723910.127925
RPS25	7737827156.084314	4410317206.091408	8145903826.97516	4286896594.497916	2033295708.9695473	3142743053.8341393	3770642102.138927
RPS26	2631448000.99818	2213963390.361953	2225274078.18031	1565727591.4162211	1337848191.8570647	796466731.3704457	1689759920.5413723
RPS26P11	2631448000.99818	2213963390.361953	2225274078.18031	1565727591.4162211	1337848191.8570647	796466731.3704457	1689759920.5413723
RPS27	989470482.9194527	813202537.5550418	856964726.1617606	361413219.7390709	537904392.9474995	1654823973.0271208	954433152.3282918
RPS27A	2166174683.941538	546426026.0764191	259504033.29360184	247338117.2830284	187148595.8611285	191987607.77071002	175637684.4452386
RPS27L	2232229915.0653696	1551507711.8213108	1423879688.1506498	1176883672.0450177	561395315.8087808	1319921884.3998053	855169298.1804215
RPS28	1937452355.9480011	1495634251.5900126	2666557038.9447274	614953342.270837	865388438.6863024	1007623438.9486984	1537589028.7111819
RPS29	984181951.2957649	1140574708.047774	1897886730.4485679	2168829696.559002	1225727862.393832	1324917075.9767916	2297210550.177133
RPS3	319765248.93750316	379636799.42064774	489880309.2613351	326729963.62344986	92986723.08127782	215641241.56561664	311110840.1373472
RPS3A	174169389.39158532	233896422.68770733	242956364.4781502	346300026.87666816	466874519.89064497	1076569207.9296205	84919013.4946511
RPS4X	7563311343.324215	5809195938.589845	7806960978.681406	5664835104.039352	5659540978.10334	3679868416.1421337	9608162787.409883
RPS4Y1	970391349.5287495	1045368946.7562556	1075563851.1774726	1253860548.3019822	160693564.50002614	452564057.2887451	1476043997.6643593
RPS5	5101610921.83609	2633830823.5853496	3744772378.9812098	1635059871.5281053	2488342809.194774	1053364288.1157988	3276100588.601953
RPS6	2750572466.2128963	2892932129.767116	2690547596.196046	1452047297.9298904	1211633556.1552787	2974571093.0269356	2036058038.3189082
RPS6KA1	1928395875.8570843	963336265.7551198	1743174356.8685274	1140594152.9534495	3709567521.8137116	1293791577.7088299	1324467374.86913
RPS6KA2	7336568.8707118705	50015167.17882563	74122739.14459756	91568735.88802943	2876577199.9082212	99784102.50365601	121033163.65293321
RPS6KA3	1123119916.7666864	1784921261.6743534	3191006973.2147775	1114642218.2998953	1654579898.6762419	831334025.1971114	1610190347.578454
RPS6KA4	138060801.5900492	208781216.5749678	146566981.41944912	1614037093.1067367	290964188.0891658	440493354.69468063	163071713.04686397
RPS6KA5	378274495.5942147	405279142.6888247	420967083.56589305	199900279.51256636	1276098460.8587854	143584264.5998728	644228876.5204496
RPS6KB1	106043819.28016907	112079607.65790999	130546043.55046637	163807140.02123883	198031366.48776466	113993178.56746249	170235376.1890788
RPS6KB2	51704595.17323869	39742596.25192894	60545629.38143262	50540751.78191749	372918511.68258435	33787510.072335504	134861670.88502747
RPS6KC1	22076654.126395073	47395443.88688263	74345903.62416638	42317315.5371494	44255236.28080687	40708955.77202054	87827828.97230653
RPS7	6094112399.330451	3785295145.8289046	5020588868.563637	2285853670.009979	2881063915.2547584	4291257616.23888	4739551120.890687
RPS8	5868446340.192835	3660459009.301159	3926156266.2292166	3694292493.290033	4213190258.3547406	3954621264.5639133	3473716807.0286226
RPS9	7060714561.221315	6225875285.504725	7644999666.111512	5578761621.478067	2404402832.8512425	4754188913.59671	6231324103.697041
RPSA	5839394521.372281	6449809972.460202	10199969637.705505	3469402490.764099	4484918775.050457	2228737578.679449	2882704451.8289084
RPSAP58	5839394521.372281	6449809972.460202	10199969637.705505	3469402490.764099	4484918775.050457	2228737578.679449	2882704451.8289084
RPTOR	228594309.73657072	187608442.8882194	185693979.56834567	112471043.40375261	121900562.6731855	208085721.8467739	118484323.32913573
